SYMBOL,27-Nov-20,30-Oct-20,30-Sep-20,31-Aug-20,31-Jul-20,30-Jun-20,29-May-20,30-Apr-20,31-Mar-20,28-Feb-20,31-Jan-20
STARPAPER,88.35,1986,90.15,3.2,531.7,170.3,109.2,89.55,38.5,1122.05,3.7
STCINDIA,58,990,55.65,25.25,187.05,391.75,21.5,3.9,132.4,976,185.7
STEELCITY,310.95,1001.98,31.65,58.25,386.9,2.2,1019.65,163.8,3.15,1000.01,204.05
STEELXIND,1169.5,1016.41,35.5,304.6,84,273.8,7.6,410.25,63.8,995,28.85
STEL,1043.15,999,57.15,70.7,4.3,11.45,5.35,0.2,3.1,1001.2,1394.3
STERTOOLS,280.1,1002.28,179.35,701.35,182.35,340.05,2.95,1.5,130.7,999,20.1
STRTECH,2.7,994.41,150.05,7.25,152.6,1697.15,15.85,243.15,372.3,1077,8.75
SUBCAPCITY,21.4,1032.7,25.7,25.2,15.85,1.8,84,12.05,0.15,1065.8,3.95
SUBEX,341.45,1188,11.85,96.6,1289.3,1452.05,19.7,293.65,1.25,995,29
SUBROS,72.55,1143,256.45,613.65,14.55,48.6,34.1,1437.5,184.7,999.95,20.2
SUDARSCHEM,690,990,484.65,180.35,6.6,219.05,311.7,1.2,14.1,1043,179.15
SUJANAUNI,7.55,1000.37,0.3,1.25,3.7,374.3,2.8,1261.95,274.85,1044.35,34.15
SUMEETINDS,33.1,1055,1.95,31.65,16.05,37.2,100.35,46.3,1492.25,1045.35,23.35
SUMICHEM,142.75,1050.22,288,63,113.55,472.95,1113.55,174.8,1.1,980,2.4
SUMIT,749.95,1121.11,9.75,84.3,18.85,189.05,76.55,332.25,1203.25,960,101.9
SUMMITSEC,181.7,1110,406.4,0.7,32,403.35,144.3,28.45,41.55,950,111.4
SUNCLAYLTD,39.75,989.5,1626.65,21.2,37.9,80.9,897.35,464.45,159.15,13.35,1236.25
SUNDARAM,81.55,1005,1.15,51.45,633.25,4.95,1.5,197.65,292.5,703.85,142.95
SUNDARMFIN,0.55,1018,1300.6,29,4.3,167.1,357.1,384.1,24.2,0.4,293.25
SUNDARMHLD,19.75,6.15,61,11.2,132.85,144.45,37.85,74.7,350,49.3,1215.8
SUNDRMBRAK,71.5,473.8,229.9,2.45,1349.6,18.35,133.05,3.5,352.3,470.15,0.8
SUNDRMFAST,28.8,690.3,400,0.35,100.2,1127.7,53.1,155.05,210.05,86.45,24.6
SUNFLAG,8.15,82.85,42.1,139.5,223.75,15.05,92.5,122.45,285.95,110.75,314.05
SUNPHARMA,2.4,88.45,500.45,900,845.55,8.1,1.45,15.7,60.35,42.2,68.8
SUNTECK,0.6,52,274.25,898.91,1.8,4.45,1.05,1094.55,2.1,27.5,178.75
SUNTV,144.9,29.85,465.65,901,487.55,18.05,68.65,7,130.1,22.15,95.3
SUPERHOUSE,824,33.8,89.05,785,51.3,117.75,37.95,5.8,112.6,57.1,133.3
SUPERSPIN,798.97,53.15,3.65,710.83,142.2,22.6,19.15,3.2,14.65,204.45,2.65
SUPPETRO,758.88,172.3,251.2,800.01,42.45,29.4,10450.2,22.6,867.7,3.85,2.15
SUPRAJIT,852,147.35,180.25,945.6,93.45,41.4,1020.62,90.75,8.45,91.95,76.6
SUPREMEENG,720.09,23.85,19.5,901.99,3.8,470.4,1040.03,22.05,5.45,6,1.95
SUPREMEIND,616.1,280.1,1400.65,800,2.3,5.05,1030.1,33.55,2.4,228.45,38.75
SUPREMEINF,988.99,439.55,8.7,7.4,118.65,82.15,306.45,45.95,14.45,461.25,3.65
SURANASOL,556.31,0.3,7.15,4053.9,2.25,132.8,74.55,296.6,62.9,0.1,23.85
SURANAT&P,675,2.15,3.85,162.6,33.9,1447.65,476.7,2.6,19.6,1.55,8214.1
SURYALAXMI,800,267.2,16.35,179.9,11787.15,112.25,366.9,100.15,21.4,256.9,1005.25
SURYAROSNI,1050,8.55,198.75,30,1050.55,219.65,764.9,979.2,201.05,16.35,997.05
SUTLEJTEX,750,397,26.45,702.45,1070.01,876.25,725.95,85.35,1.95,405.45,751.2
SUULD,610,1681.75,44.55,1056,1035,3,417.35,165.65,100.8,1957.95,98.1
SUVEN,6,1.2,50.4,2155,1096.26,400.9,87,922.5,905.1,1.5,416.4
SUVENPHAR,5133.65,1447.65,380.1,1025.75,305.7,47.75,36.1,1.15,83.55,1578.85,949.2
SUZLON,257.75,53.95,2.9,1948.8,90.55,153.85,36.55,322.1,77,59.65,383.4
SVLL,132,219.4,80.9,970,759.75,49.35,30.25,40.35,778.7,262.85,900
SWANENERGY,31.5,426.95,124.95,992.07,428.05,114.6,295.2,129.1,0.55,415.25,619.45
SWARAJENG,1070.2,43.95,1458.55,980,940,3.15,17.8,58.15,240.15,35.5,176.6
SWELECTES,1053.99,465.75,125,978.01,732.25,1.9,232.3,85,39.6,372.9,74.35
SWSOLAR,1013.04,267.85,225.7,1187,491.75,71.7,21.2,1.5,103.4,346.25,58.1
SYMPHONY,1012.75,422,949.65,1055,104.65,2.1,1069.8,1.3,39.65,415.5,55.5
SYNCOM,1007.95,84.85,1.45,1055,37.5,39.8,1089.26,67.25,70.15,82.05,438.7
SYNGENE,1034,3.4,552.95,1142,48.7,25,1140,36,1.05,2.95,28
TAINWALCHM,1008.74,258,44.85,990.33,45.95,12419.6,1065.01,21.25,0.8,150.7,394.3
TAJGVK,1223.49,178.7,143.7,1015.19,366.3,1045,1080,10447.8,48.45,198.05,36.35
TAKE,1225,18.3,45.7,1021,21.85,1080,153.1,282.7,34.65,28.2,1038.34
TALBROAUTO,1000,1446.7,108.35,1120.05,256.5,1105,272.75,78.5,23.35,1319.2,1046.5
TANLA,1007.01,8.45,291.15,1090,33.2,1118.7,645.05,430.55,8973.55,19.5,1066.15
TARMAT,1008,6.7,44.5,986.5,1098.75,310.05,5.25,351.6,1000,6.6,1035
TASTYBITE,1090,3.85,10705.3,967,1137,81.95,324.65,802.85,1009,3.55,267.05
TATACAPHSG,1002,16.4,1110,997.5,1097.65,611.75,233.95,743.1,991.03,79.45,367.85
TATACAPHSG,1090,222.4,1105,444.45,1120,387.45,1972.35,470.75,223.55,19.1,889.6
TATACHEM,1070,27.1,299.5,0.65,173.3,897.3,85.55,93.25,56.15,146.8,7.95
TATACOFFEE,1080,96.35,104.6,604.15,273.05,771.3,1483.45,39.75,233.15,28.2,575.2
TATACOMM,996.5,46.3,847.4,90.25,703.55,482,1.85,31.7,294.85,61.95,306.4
TATACONSUM,1045,314.1,499.95,98.35,6.15,98.25,530.45,33.2,629.1,2.7,2079.05
TATAELXSI,1015.62,3.65,1287,61.45,330.1,40.05,180.95,298.3,663.2,94.9,136.25
TATAINVEST,1050,84.25,842.75,37.05,276.65,44.85,4.9,18.2,331.7,123.75,2585.25
TATAMETALI,1000,144.3,520.5,38.3,2281.4,33,33.05,234.3,71.05,1221.4,796.6
TATAMOTORS,6.8,1413.6,133.3,58.2,99.65,326.7,17.8,23,30.95,110.2,299.55
TATAMTRDVR,495.7,117.95,62.8,179.35,1849.8,20.5,34.2,1055.96,32.85,166.4,21.75
TATAPOWER,764.1,216.85,53.3,149.9,3,244,10.2,1059,29.65,1270.5,81.25
TATASTEEL,89.8,845.6,359.75,32.1,681.65,29.25,22.8,1090,269.6,0.55,26.25
TATASTLBSL,93.8,1.3,20.95,10.7,178.5,1082,32.95,1054.96,16.45,18.35,47.3
TATASTLLP,69.1,534.95,319.8,238.55,9.05,1116.11,2.2,1050,187.6,300.4,15.65
TATASTLPP,35.8,53.75,53.3,455.6,57.7,1160,2.2,1056,20.1,49.5,37.95
TBZ,32.3,127.05,36.75,0.3,150.25,1086,239.2,1072,1006.59,154.35,73.15
TCFSL,61.05,40.95,1040,2.6,24.25,1095.01,99.95,171.15,985.09,90,4.35
TCFSL,187.85,120.55,1021.1,268.45,35.4,1128,467.8,243.7,1035.2,107.4,4.05
TCFSL,162.75,325.05,1058.25,9.6,12.2,168.75,317.15,706.5,989.18,1.7,349.85
TCFSL,21.95,1.35,1119.99,396.85,26.15,274.05,710.75,5.85,1009,1.05,117.15
TCFSL,22.75,37.4,1032.5,1735.6,35.05,668.2,28.5,393.6,1017.9,68.9,504
TCFSL,293.1,10003.8,1149.98,1.35,2.85,8.3,522.8,256.8,188.05,3.25,393.65
TCI,470.6,1091.75,231.05,1611.1,4.05,339.9,16.2,2014.45,266,34.5,1069.3
TCIDEVELOP,0.4,1141,299,54.15,320.1,266.65,3469.85,90.6,546.6,11907.85,4.05
TCIEXP,1.95,322.35,780.2,245.4,93.2,2082.15,200,1599.5,4.3,990,56.15
TCIFINANCE,282.85,101.6,4.4,450.75,504,117.9,367.5,546.25,328.6,1003.99,557.75
TCNSBRANDS,8.1,933.3,396.2,43.45,387.45,1680.5,5.15,203.35,158.9,1003.15,18.3
TCPLPACK,487.2,492.85,361.55,520.25,744.9,543.4,120.05,5.7,1826.1,1016.9,4686.45
TCS,1814.9,1534.1,2492.3,262.85,29.4,190.75,19.4,37.45,84.85,714,339
TDPOWERSYS,1.25,845.35,113,452.6,701.6,11.4,29.3,19.4,1627.1,80.65,511.45
TEAMLEASE,1746.8,514.75,2195.05,95.55,17.35,47.9,851.3,35.75,2,360.9,6.8
TECHIN,56,132.65,2.65,4.25,4229,24,83.3,10.3,565.5,346.15,202.25
TECHM,302.35,55.55,791.75,211.55,221.65,36,106.35,25.65,238,882.75,30.15
TECHNOE,521.55,52.15,201.55,178.65,508.9,14.85,41.55,33.7,4.55,909.35,54.25
TECHNOFAB,56,410.55,9.2,16,5.5,24.3,27.25,2.9,31.9,600.15,992.3
TEJASNET,511.65,24.9,72.9,1336.85,132.35,38.95,890,2.25,13.45,128.95,142.75
TERASOFT,314.95,433.45,26.25,10.5,20.75,3.2,7.15,253.4,30.95,55.5,113.35
TEXINFRA,439.95,63.45,34.6,7.85,36.6,3.6,33.55,93.15,8.25,46.7,64.75
TEXMOPIPES,108.65,37,14.1,3.95,969.95,259.25,90.5,397.95,19.5,40.8,30.2
TEXRAIL,4.55,1023.23,26.15,18.05,130.4,102.05,1.3,324.15,33.85,381.75,1187.75
TFCILTD,326.75,1073,36.25,167.7,145.35,575,57.6,725.05,2.1,23.8,10.55
TFL,195.85,1040.5,2.9,22.2,52.9,343.6,2362.55,2.9,2.15,340.25,39.3
TGBHOTELS,1630.95,1064.99,4.9,30.45,42,754.95,318.45,26.95,237.05,31.8,190.6
THANGAMAYL,9.9,1105.05,408.25,49.6,24.75,4.65,48.35,5.5,72.2,1034.65,1.15
THEINVEST,8.15,224.35,129.65,634.4,1043.25,26.6,80,508.7,239.9,1039.31,75.5
THEJO,3.8,307.4,1332,3.75,10,5.55,4.25,17.7,740.45,1069,1931.1
THEMISMED,18.35,793.1,357.85,82.4,34.2,508.5,4.15,3570.55,3.1,1027,309.8
THERMAX,261.05,4.3,718.55,128.35,112.8,21.25,5.75,227.25,23.8,1030,45.75
THOMASCOOK,28.65,370.3,27.85,1584.85,1.7,4072.6,468.85,373.25,496.55,1045.65,74.4
THOMASCOTT,103.5,364.7,4.5,135.9,58.2,248.05,67.35,5.75,15.1,1053.01,128.1
THYROCARE,46.45,2664.85,758.25,252.75,2663.6,444.4,4.55,133.3,3207.4,233.05,3.65
TI,396.95,103.65,16.2,852.1,325.45,7.8,28.1,18.2,182.05,339,5.2
TIDEWATER,3.45,2227.1,4241.1,1.8,22.45,138.35,6.45,34.15,273.9,849.15,11.5
TIIL,83.95,2.45,369.45,474.2,40,23.7,63.5,902.15,3.9,5.75,590.8
TIINDIA,139.25,813.3,604.3,49.05,116.75,37.45,40.65,87.95,99.6,598.7,120.85
TIJARIA,1401.75,191.7,5.85,143.9,6.15,950.15,409.45,97.1,14,268.05,6.25
TIL,149.75,9.2,140.95,50.65,8.8,118.3,4672.35,45.5,24.95,2000.15,47.6
TIMESGTY,222.45,89.85,22.4,122.1,558.1,136.15,27.75,970.05,767.2,167.7,8.85
TIMETECHNO,844.2,32.5,36.7,3.65,77.15,48.9,2.7,11.2,75.85,2321.95,98
TIMKEN,1.65,33.75,1106.4,2.3,6.7,36.25,20.75,32,94.95,744.4,79.25
TINPLATE,577.95,16.3,131.9,228.95,31.05,949.85,70.85,99.15,35.4,298.4,520.15
TIPSINDLTD,72.75,23.9,309.85,34,10.2,9.9,335.9,1.35,22.8,9.8,5786.95
TIRUMALCHM,140.7,33.9,76.35,40.35,62.45,33.2,1407.2,59.55,933.7,46.35,43.85
TIRUPATI,40.5,2.9,28.45,12073.9,54.2,116.9,176.85,2345.4,5.95,21.85,2.4
TIRUPATIFL,154.05,4.75,23.6,1073.99,419.3,1.9,1.15,330.3,24.8,38.7,25.75
TITAN,612.65,391.65,1201.35,1070,5783.35,60.55,29.85,53,88.95,13.3,106.25
TMRVL,1.3,114.05,8.65,1115,30.25,2372.1,957,90.75,1.2,25.15,467.05
TNPETRO,38.55,322.5,38.25,1100.01,3.35,318.75,0.23,3.65,59.25,65.8,1698.7
TNPL,11415.95,759.1,104.9,312.5,33.35,45.75,99.3,4.55,1971.8,3.25,244.45
TNTELE,1065,3.55,1.55,108.85,87.4,111.25,10.95,6,279.05,3.05,1.3
TOKYOPLAST,1103.94,26.7,61.35,870.65,387.5,8.9,187.95,505,19,450.8,51.75
TORNTPHARM,1150,1148.7,2799.95,532.35,1427.6,5,66,70.3,50,113.55,1264
TORNTPOWER,392.1,17.3,313.35,1074.8,203.25,9,12.2,4.85,62.8,530,132.55
TOTAL,103.25,4371.9,40.15,810.95,1.75,615.3,3.45,30.45,3.4,379.05,15.55
TOUCHWOOD,1061.55,339.85,42.85,550.9,39.05,74.75,171.05,6.95,3.2,922.75,211.05
TPLPLASTEH,538,654.85,117.2,143.2,951.65,6.95,26.85,76.6,5.8,47,126.95
TREEHOUSE,1588.25,5.4,6.85,50.95,127.5,34,3904.85,37.2,484.35,4.1,14.35
TREJHARA,941.15,131.05,15.7,58.75,14.05,13.25,35.2,452.6,51.3,586.45,4.9
TRENT,538.95,22.65,671.9,413,265.5,68.6,0.8,4825.05,4.25,17.9,385.7
TRF,180.35,37.4,80.1,24.3,67.1,54.5,125.95,30.4,22.8,4412.3,55.8
TRIDENT,78.15,1078.75,6.7,304.15,13.45,429.85,50.85,2.5,5.45,287.45,4416.1
TRIGYN,64.9,128.8,54.7,57.7,5.2,5414.4,23.65,19.5,58.5,528,45.7
TRIL,577.35,255.6,9.1,38,235.85,29.65,5.75,75.15,36.4,4.95,164.65
TRITURBINE,35.3,71.7,68.6,1099.57,34.4,3.95,1.2,328.35,318,161.35,64.6
TRIVENI,478.25,28.55,74.5,1134.34,4117.3,33.75,210.75,1061,4864.55,26.5,28.25
TTKHLTCARE,134.05,1165.75,452.55,1199,40.9,100.85,0.25,192.25,28.8,46,49.9
TTKPRESTIG,42.2,8.65,6104.75,1030,235.1,378.35,99,1.4,1.8,949.25,10
TTL,1030.81,36.45,32.65,1042.7,62.8,1357.95,88.15,35.05,15.6,117,1.65
TTML,1092,102,2.95,1072.4,11.7,184.15,405.85,938.6,53.1,122.25,8.85
TV18BRDCST,1143.15,1.65,28.6,211,29,2,2.6,0.28,297.55,60.25,272
TVSELECT,1042,60.05,92.25,293.9,5.4,34.15,14.15,104.1,892.4,1254.5,0.3
TVSMOTOR,1089.99,2566.85,468.3,768.9,2,1037.75,7.62,12.8,166.35,8.95,43.8
TVSSRICHAK,1130,312.2,1385.7,5.55,314.1,0.49,7.5,184.05,1.05,33.5,166.55
TVTODAY,251.7,36.7,193.7,425.25,0.9,0.46,245.86,71.4,24.9,162.45,526.55
TVVISION,304.9,42.2,1.4,393.05,32.1,110.15,1009.97,13.15,918.85,62.8,102.5
TWL,806.45,106,47.55,2257.25,107.55,14.85,340.38,3.6,72.7,2150.3,1.7
UBL,4,6.1,956.3,119.05,163.35,209.55,251.4,175.8,23.9,302.95,25.5
UCALFUEL,397.8,18.05,118.8,2369.8,478.15,75.1,4.4,29.35,9.05,36.85,9.96
UCOBANK,371.5,659.55,12.15,3.2,2.65,14.1,59.2,3534.3,138.4,72.7,293.99
UFLEX,2679.65,73,313.15,741,18.4,9.5,0.2,37.85,76.9,103.6,1279.37
UFO,125.9,7.3,75.05,203.8,272.87,220.3,53.05,0.85,10.85,3.3,432.85
UGARSUGAR,2499.9,48.8,14.4,12.1,1184.08,29.85,528.85,148.25,2.35,4.55,320
UJAAS,2.6,8.95,3.55,60.75,397.98,3893.55,1103.85,49.25,148.45,7.3,7.45
UJJIVAN,876.85,69.9,211.35,28.45,6.5,50.1,48.85,12.65,27.3,737.2,108.4
UJJIVANSFB,215.75,71.6,31.75,37.75,73.25,1.5,26.35,27.25,3244.85,92.25,0.1
ULTRACEMCO,9.15,430,4049.55,13.65,0.45,175.1,27.2,6.8,33.8,5.55,98.65
UMANGDAIRY,102.85,5704.7,42.3,29.4,45.65,59.15,2.9,1.55,155.85,37.4,831.85
UMESLTD,31,39.25,1.05,39.3,602.95,31.8,129.25,219.4,39,7.85,1069.05
UNICHEMLAB,37.5,7.45,245,3.4,1338.4,6.8,7.1,0.35,13.5,95.1,47.95
UNIDT,21.4,28.75,282.3,7.25,41.35,2.3,2.9,103.85,28.7,62.85,50
UNIENTER,25.6,90.85,63.45,372.8,28.25,7.75,631.65,63.1,4.55,458.75,34.55
UNIONBANK,42.1,455.5,24.35,132.6,28.25,242.15,92.2,420.05,1.25,5696.65,2.35
UNIPLY,2.5,1416.25,4.45,753.55,7.65,1.05,987.35,106.4,192.9,38.75,474.45
UNITECH,4.9,201.75,1.45,371,196.55,32.1,49.55,1.55,0.2,2.65,17.8
UNITEDTEA,444.8,1.35,341.35,764.65,8.2,118.1,71.5,15.65,84.15,22.55,4.75
UNITY,131.1,40.8,1.1,4.35,5.1,91.6,873.05,247.26,52.65,91.55,767.1
UNIVASTU,1205,926.2,31.75,34.7,708.1,425.2,32.3,1034.09,326.5,435.7,137.9
UNIVCABLES,348.4,111.7,130.7,5.3,113.8,4.25,177.05,358.44,1,1492.05,1676.6
UNIVPHOTO,893.4,11.6,205.2,750.6,1044.7,19.75,1000,253.04,16,215.7,24.55
UPL,3.55,333.95,502.9,15.8,77.65,7.68,2.3,6.25,6.92,1.1,1089.4
URJA,47.25,71.15,3.2,4368.5,116.85,264.01,1.05,63.25,220.68,40.55,41.7
USHAMART,1098.25,13.65,25.15,269.1,866.95,1091.69,60.85,0.1,924.98,1245.65,225.45
UTIBANKETF,17.4,3.7,213.69,647.9,42.3,371.63,0.4,59.85,370,106,1291.6
UTIFEFRGR4,4397.15,212.15,10.1,6.1,162.85,9.1,3.6,509.2,258.94,12.35,1.3
UTIFEFRGR5,301.6,30.75,9.47,159.35,1262.45,77.45,2.35,960.05,4.4,210.75,2.25
UTINEXT50,823.6,4574.05,276.07,24.35,2.15,0.65,3.65,49.5,51.5,123.05,65.15
UTINIFTETF,7.45,43.6,1200.55,42.05,1.8,53.95,5.1,25.75,0.1,12.95,0.35
UTISENSETF,143.6,1.35,402.89,1109.85,70.15,521.4,69.35,29.35,51.55,3.55,2.55
UTISXN50,28.85,251.3,296.62,137.35,0.65,1276.2,1016.6,3.5,449.1,337.4,2.25
UTTAMSTL,45.3,250.15,5.5,188.65,6.6,46.1,583.35,160.05,770.9,48.4,9.15
UTTAMSUGAR,1201.45,59.65,81.65,64.7,10.1,35.05,107.8,8.1,40.05,4219.6,7.45
UVSL,145.85,24.05,0.45,28.8,3,33.85,5.45,3.4,19.9,36.8,109.9
V2RETAIL,258.4,1.35,50.45,1100.5,5.4,7.55,217.65,669.55,26.75,0.8,2223.7
VADILALIND,99.25,311,785.95,9.55,104.25,181.85,14.7,89.55,3.35,133.5,882.55
VAIBHAVGBL,27.4,1.35,1883.3,39.15,977.95,6.3,171.7,1096.9,127.65,64.2,63.45
VAISHALI,25.95,30.75,39.15,121.5,649.05,9.65,4.25,51.3,7.35,23.15,6.9
VAKRANGEE,1361.2,131.5,29,1.6,38,6.3,251.4,80.2,2.45,37.15,463.55
VARDHACRLC,10.55,185.3,29.95,60,81,680.95,115.6,70.5,529.45,7.55,23.5
VARDMNPOLY,39.9,453.25,8.05,2661.6,6.4,106.4,68.15,925.1,64.7,2.65,267.35
VARROC,110.9,114.6,307.6,332.9,270.6,1108.05,0.2,34.65,844.7,7.15,4.7
VASCONEQ,1.55,3.05,8.8,27.25,13.05,58.55,10.35,176.7,22,245,0.05
VASWANI,68.25,21.35,5.4,48.55,273.05,78.85,34.9,1147.2,58,0.25,232
VBL,2615.1,499.15,698.3,120.3,5.15,921,1594.55,1.6,814.55,39,133.25
VEDL,316,238.66,136.9,7.45,273.1,45.8,857.55,1.1,28.8,131.8,81.05
VENKEYS,63,280.85,1411.4,10,129,169.95,480.15,64.95,155.15,65.95,0.4
VENUSREM,47.6,1245.29,136.5,639.2,84.35,1173.55,147.15,0.35,936.8,519.7,12.55
VERA,142.85,422.06,44.05,85.6,0.4,3.6,44.85,1.75,0.75,108.2,59.4
VERTOZ,6.35,296.75,153.05,6.5,10.7,2.3,3114.4,1.6,1.4,1.4,1990.7
VESUVIUS,33.35,6.4,877.4,55.1,50.9,67.85,916.35,3.6,45.65,23.85,1277
VETO,720.3,83.15,42.4,10.1,1796,1.05,657.5,5,0.25,9.94,694.2
VGUARD,84.15,0.25,170.45,75.5,1031.7,4.35,91.05,79.9,1.1,280.07,278.75
VHL,7.9,46,1273.45,70.25,598.4,5.05,6927.1,985.6,1.2,1187.43,17
VICEROY,66.2,779.25,2.45,465.5,147.9,3.95,37.4,614.1,6.85,413.52,72.25
VIDEOIND,11,1954.5,2.1,5692.05,56.7,6.35,21,63.2,4.2,297,4448.45
VIDHIING,74.55,33.7,122.7,35.3,3247.65,85,90.1,6.1,59.7,5.85,1357.05
VIJIFIN,71.7,28.25,0.55,3.55,1348.65,964.2,14.3,230.45,774.55,89.75,1036.8
VIKASECO,477,3320.2,5.5,31.75,665.25,740.1,23.4,16.5,433.7,0.1,215.05
VIKASMCORP,5745.8,30.45,7.75,100.9,114.45,41.25,59.95,163.3,41.65,79.15,6806.75
VIKASPROP,42.55,8.1,2.85,432.85,6959.65,90.5,57.45,4.15,4.1,795.7,67.5
VIKASWSP,7.3,287.35,4.4,1489,51.1,9.3,167.25,218.5,240.15,1097.15,18.85
VIMTALABS,29.7,8.45,118.9,229.55,29.75,257.65,31.15,122.25,12.6,50.8,137.85
VINATIORGA,101.8,4.35,1336.55,1.85,91,16.2,2000.95,63.4,134.75,39.5,28.7
VINDHYATEL,499.65,654.9,787.7,44.15,20.25,232.95,293.65,0.2,2.7,31.55,337.75
VINYLINDIA,1558.2,95.75,97.85,1010.65,32.7,6.9,78.9,12.3,158.75,2.7,26.4
VIPCLOTHNG,203.1,1471.3,9.95,128.75,87.8,258,417.95,38.95,66.15,376.65,171.65
VIPIND,1.2,134.25,288.35,30.4,56.05,126.55,1944.65,1724,64.05,13.5,79.95
VIPULLTD,46.3,174.7,14.2,13.65,214.05,78.75,13.65,910.7,0.2,3.25,185.95
VISAKAIND,1038.95,888.75,312.95,332.1,39.2,0.55,13.4,505.4,7.25,813.1,43.05
VISASTEEL,126.35,41.85,5.85,79.4,2442.7,12.9,51,164.05,32.25,114,2596.75
VISHAL,12.35,169.75,330.1,14.55,364.45,46.5,212.8,45.6,1421.35,1225.6,433.5
VISHNU,349.5,1234.4,149.4,4.35,50.6,1740.8,216.05,2912.8,880.05,22.3,592.85
VISHWARAJ,77.65,2.55,100.1,248.8,410.8,1091.6,122.15,900,476.9,76.95,2473.25
VIVIDHA,14.55,3.8,0.4,35.5,2073,546.45,36,646.05,154.4,1148.55,24.4
VIVIMEDLAB,2.95,129.5,19.45,3903.85,17.35,161.25,1,129.25,41.35,48.15,23
VLSFINANCE,282.95,0.55,55.3,45.75,12.1,62.35,128.5,6245.5,2771.95,202.95,236.8
VMART,37.8,4.95,1977.85,1.1,47.5,3133.35,41.3,38.15,668.45,1290,353.15
VOLTAMP,4802,7.35,979.15,240.65,280.95,1325.6,43.05,22.6,625.05,1.1,247.1
VOLTAS,46.3,2.4,680.35,64.3,276,651.25,16,93.45,82.35,1.85,1.55
VRLLOG,1.25,3.8,165.4,30.2,136.65,107.75,26.85,15.1,6141.3,65,228.65
VSSL,255.35,132.8,78.95,5.3,43.5,6880.15,183.55,24.15,25.55,0.3,57.35
VSTIND,264.5,1209.65,3267.65,1.75,1.2,50.9,3.5,65.15,18.3,2.1,63.55
VSTTILLERS,60,717.4,1678,316.7,171.2,24.2,12,52.05,88.7,2.2,23.4
VTL,15.75,104.75,800.8,1,48.2,102.65,5.15,151,12.4,9.75,39.25
WABAG,28,8.95,195.15,29.35,115,22.2,0.45,26.3,23.6,6.95,269.15
WABCOINDIA,1.4,271.9,5800,145.35,22.25,24.05,35.8,2017.5,62.05,92.8,5.7
WALCHANNAG,16.25,13.3,49.35,200.55,11.95,79.75,86.85,312.4,39.75,939.75,18.15
WANBURY,326.8,362.6,33.6,505.95,138.75,63.4,37.05,421.5,142.1,776.35,6.2
WATERBASE,1.25,5.9,100.05,2.8,3.45,215,1.35,2059.25,21.6,58.65,0.5
WEBELSOLAR,31.9,208.4,19.4,28,13.5,37.1,12,14.5,1781.55,6.6,47.35
WEIZMANIND,141.2,153,29.9,10.02,5.3,2674.1,104.8,12.4,323,409.85,171.2
WELCORP,193.8,116.85,113.7,9.01,35.6,307.85,22.05,48.05,336.05,18.45,57.75
WELENT,417.7,0.3,65.7,281.23,159.95,64,138.25,190.95,1818.9,214.4,1.7
WELINV,3.5,17.5,259.65,1217.41,58.8,453.75,82.3,255.75,9.85,3.7,177.35
WELSPUNIND,25.1,53,67,418.8,1.6,2074.8,37.9,129,9.35,0.1,31.05
WENDT,548.55,1931.75,3278.65,330.02,114.7,18.1,1252.95,36,43,215,181.7
