SYMBOL,27-Nov-20,30-Oct-20,30-Sep-20,31-Aug-20,31-Jul-20,30-Jun-20,29-May-20,30-Apr-20,31-Mar-20,28-Feb-20,31-Jan-20
GHCL,31.8,5286.45,158.6,89.6,5017.55,127.9,374.4,374.15,367.75,638.5,681
GICHSGFIN,5.15,11.6,93.55,51.65,9.85,400.25,633.8,39.45,520.85,1306,1665.4
GICRE,103.7,68.25,120.9,5.15,69.3,39.95,318.65,3494.1,283.15,277.55,310.2
GILLANDERS,75,482.35,27.3,24.7,457.6,4090.15,688.4,17.1,603.25,0.85,0.55
GILLETTE,64.5,1464.75,5340.2,38.45,1437.3,20.05,0.5,179.45,0.25,52.95,56.4
GINNIFILA,52.75,474.8,11.7,475.75,452.35,190.05,30.25,140.7,32.55,4.35,4.85
GIPCL,5.6,2.4,68.4,254.35,53.7,153.25,9.95,209.3,8.4,115.9,135.9
GKWLIMITED,29.25,192.5,510,104.2,55.2,215.05,10.35,160,8.45,390.5,403.35
GLAXO,39.3,47.2,1575.15,95,4.25,174,40.99,1005,38.21,51,61.2
GLENMARK,274.1,52.5,482.65,2.8,124.95,1017.55,24.15,30.4,19.7,2766.5,2502.05
GLFL,252.5,5.2,2.7,160.15,374.85,25,86.95,405.95,87.25,20,22.85
GLOBALVECT,99.25,289.15,50.15,105.9,41,430.8,4254.05,543.2,3825.65,214,251.45
GLOBE,83.25,375.65,46,146.65,4075.45,690.8,9.15,264.55,7.8,155.85,193.85
GLOBOFFS,2.25,42.65,5.85,30,21.75,417.5,28.55,677.6,25.25,208.9,282.2
GLOBUSSPR,169.95,3551.2,269.2,5429,171.95,867.1,117.15,0.25,104.65,272.65,285.35
GMBREW,111.9,23.4,392.1,12.6,164.25,1.6,60.8,31.15,60.25,1149.05,1213.15
GMDCLTD,21.85,228.6,42.05,73.1,204.6,40.15,18.4,10.7,14.45,465.3,13.5
GMMPFAUDLR,140.95,205.8,3983.8,486,154.6,16.6,171.25,10.7,143.65,560.5,560.1
GMRINFRA,33.25,207.95,23.05,1566.3,916.6,15.65,182.3,42.57,127.25,392.05,672.65
GNA,5812.8,176.45,223.5,469.6,459.15,42.61,589.2,25.25,476.1,1003.05,414.35
GNFC,17.65,896.95,208.05,1.5,691.85,26.8,33.65,83.55,33.45,0.3,1080.3
GOACARBON,75,29.5,204.5,56.1,354.5,102.65,69.1,4387.8,69.55,60.35,0.25
GOCLCORP,1.8,515.6,181.7,9.1,926.6,4425.4,579.7,9.45,497.1,9.3,65.35
GODFRYPHLP,450.5,664.8,923.25,180.8,0.65,8.55,25,34.4,28.6,11.55,10.3
GODREJAGRO,2113,366.1,509.45,387.45,43.25,38.45,80.6,126.85,81.05,37.37,12.95
GODREJCP,1553.45,1034.45,724.95,46.25,15.35,167.95,2.2,57.7,1.45,23.35,35.87
GODREJIND,471.4,0.65,411.45,5592.55,15.1,75.85,528.8,19.55,456.2,156.2,27.45
GODREJPROP,2.35,71.4,860.45,23.55,47.14,23.5,309.3,162.5,259.25,3809,147.15
GOENKA,51.9,12.2,0.6,219.6,21.7,202.6,602.6,208.3,616.05,24.95,3606.4
GOKEX,57.25,12.95,65.8,202.7,112,182.95,141.9,504.9,136.6,7.85,22.7
GOKUL,8.15,44.32,11.75,218.7,4888.25,619.7,24.85,36.8,15.4,40.65,9.4
GOKULAGRO,310.95,21.15,13.5,198.5,7.7,41.95,41.25,79.4,36.55,168,49.3
GOLDBEES,427.8,152.6,44.18,964,35.25,83.65,197.5,617.65,9974.25,71.65,202.75
GOLDENTOBC,46.95,4565.85,20.3,31.25,170.65,786.85,21,27.4,172.45,28.7,87
GOLDIAM,3814.55,8.3,126.2,487.75,74.95,39.3,1.05,103.5,19.05,157.3,35.5
GOLDSHARE,26.8,37.9,4571.35,651.3,26.35,84.1,0.35,2.1,1.15,223.05,146.05
GOLDTECH,254.7,810.1,8.9,439.45,273.3,2.7,6.25,516.45,0.25,687.2,298.4
GOODLUCK,210.15,350.75,38.4,913.25,164.95,486.7,4.9,359.35,5.05,54.05,778.9
GPIL,280.25,88.55,299.65,0.8,633.05,411.7,44.05,668.05,41.75,129.95,61.9
GPPL,208.75,27.1,82.25,53.2,45.95,634.75,53.05,137.6,47.85,966.85,136.2
GPTINFRA,907.25,383.75,27.3,16.85,81.3,214.5,308.4,18.5,223,48.55,1024.65
GRANULES,509.9,176.2,383.8,15.1,705.55,29.65,142.85,43.9,120,128.55,56.7
GRAPHITE,699.75,778.35,195.25,45.34,38,53.45,240.55,207.25,230.85,1.85,155.3
GRASIM,405.7,42.4,744.2,23.5,85.85,220.75,9.35,25.75,7.6,585.4,1.9
GRAVITA,1165.45,69.75,50.65,116.15,2.15,26.15,575.8,1.35,514.75,341,639.05
GREAVESCOT,0.85,773.45,75.35,4696.95,480.7,1.25,44.45,0.3,30.5,682.15,451
GREENLAM,77.55,73.35,724.75,12.5,448.15,11.95,26.45,5.85,21.3,152.45,834.5
GREENPANEL,13.8,80.6,48.7,39,700,6.45,2.6,5.55,2.25,20,212.45
GREENPLY,13.55,1.95,83.9,301.8,194.95,67,556.15,47.45,520.3,60.8,22.25
GREENPOWER,42.84,550.4,1.8,79.95,29.3,76.4,367.15,66,313.65,9444.9,85.7
GRINDWELL,27.1,481.1,545.15,32.3,59.5,331.35,59.2,361.25,53.1,225.45,8833.65
GROBTEA,156.05,772.45,535.6,313.75,204.75,176.5,23.55,126,13.45,32.1,253.6
GRPLTD,4420.95,193,725,189.55,23.3,318.25,522.85,259,516.75,1.5,48.25
GRSE,8.6,33.85,216.35,674.85,0.7,14.15,496.25,7.7,480.45,0.35,1.4
GSCLCEMENT,45.8,67.9,27.05,50.4,7.35,569.95,0.5,592.85,0.45,6.1,0.4
GSFC,821.2,193.2,61.6,79.85,85.25,43.5,11.9,43.6,11,61.5,6.8
GSPL,418.2,36.6,208.55,716.45,98,34.45,4.45,29.3,3.95,63.75,71.9
GSS,96.7,3.15,32.85,47.1,313.6,3.2,100.45,2.8,74.1,338.3,66.55
GTL,32.9,0.6,3.2,88.65,163.4,772.15,5.75,527.15,3.65,123.3,397.65
GTLINFRA,412.55,6.85,0.65,2.05,289.25,365.05,550.25,384.55,436.4,276.1,126
GTNIND,244.45,5.65,7.8,504.7,10.4,71.35,1658.9,60.25,1633.1,9.8,288.3
GTNTEX,875.75,114.05,5,770.8,572.35,31.7,2524.4,19,2112.8,790.65,12.45
GTPL,51.2,102.3,86.3,700,40.35,655.75,951.65,506.25,861.9,43.8,805.7
GUFICBIO,83.9,324.1,89.9,199,39.85,579.5,523.2,563.5,441.35,42.6,46.85
GUJALKALI,792.65,209.95,330.8,28.1,2.2,0.75,4193.5,0.6,3953.6,3.7,48.65
GUJAPOLLO,85.35,296.6,204.4,64.35,872.45,15.95,990.03,13.05,917.87,686.05,4.35
GUJGASLTD,104.95,13.8,308.4,203.55,371.4,5.5,3374.91,4.95,3222.95,441.75,804.1
GUJRAFFIA,2.15,659.85,12.25,24.95,88.35,5.95,1.6,70.05,1.4,58,498.75
GULFOILLUB,598.05,34.1,652.95,1.65,38,122.8,761.7,6.65,484,19.3,60.6
GULFPETRO,596,64.5,37.45,0.75,662.1,10.75,163.1,543.55,141.85,690.05,19.25
GULPOLY,809.1,2.9,56.75,8.5,583.15,556.85,7.65,1916,7.86,613.05,633.6
GVKPIL,193.3,687.1,3.4,5.6,0.65,1754.65,68.75,2530.75,7.21,0.6,602.8
HAL,32.4,338.95,806.1,98.45,14.65,2483.35,233.7,1001.8,7.2,16.1,0.7
HAPPSTMNDS,70.4,405,348.85,82.95,5.75,1065.85,2360.85,501.05,51,8.2,19
HARITASEAT,219.55,94.6,415.8,342.9,5.55,549,1138.55,4333.85,212.5,111.1,10.9
HARRMALAYA,43.25,28.4,92.55,186.25,126.05,4364.4,9.55,1023.01,1596.45,5.4,115.8
HATHWAY,3.05,800.8,29.85,325.45,8.9,1080.69,253.75,3516.95,920.45,534.35,7.1
HATSUN,0.5,727.9,779.95,12.15,705.2,3696.25,9.5,1.85,6.4,2175.75,591.4
HAVELLS,8.2,0.6,677.85,666.3,1781.95,3,164.3,801.65,226.7,3141.4,2414
HAVISHA,5.55,238.17,0.65,41.5,2419.65,826.9,578.8,155.9,9.05,1177.65,3174.2
HBANKETF,120.35,20.75,215.49,54.45,1032.8,177.1,6.49,7.8,173.55,544.1,1226.3
HBLPOWER,116.9,5.4,16.2,3.35,627.1,8.59,116.5,7.9,504.8,3821,599.2
HBSL,322.55,4.95,5.5,926.15,4837.5,8,927.35,8,6.06,1210.49,3660.85
HCC,196.8,120.1,5.25,395.65,1152.13,8.03,8.55,69.3,5.69,4081.51,1261.08
HCG,348.85,7.65,120.15,96.5,3980,75.3,45.85,271.6,69.65,2.3,4315.24
HCL-INSYS,14.3,841.95,8,33.8,2.85,259.2,138.85,2166.7,630.2,876.35,2.55
HCLTECH,791.5,1923.55,811.6,745.45,733.25,2546.95,123.9,1337.05,7,200.9,1073.15
HDFC,43.15,350,1740.05,615.55,185.15,1211.75,25.95,7,59.55,8.37,200.25
HDFC,80.4,2250.2,298.5,0.7,78.6,17.7,4.55,279.7,95.7,9.3,94.95
HDFCAMC,2.75,1183.55,2269.85,236.35,311.25,333.3,28.45,10.85,109.8,77,370
HDFCBANK,818.5,589.75,1078.6,16,2676.5,15.9,50.8,181.85,21.3,359.1,2501.85
HDFCLIFE,313.95,4542.5,559.4,5.45,1320.85,204.55,194.55,591.65,3.05,2051.75,1595.15
HDFCMFGETF,477.2,1229,4524,5.9,19.7,654.2,2057.35,6.26,27.65,1471.2,12.5
HDFCNIFETF,104.65,4299.9,1181.92,121.35,381.55,6.72,171.55,112.2,34.75,9.4,364.1
HDFCSENETF,30.7,4.3,4020.65,8.55,12.5,125.15,118.3,793.8,190,359.5,16.95
HDIL,947.45,675.8,4.65,694.4,182.75,1165.05,52.75,9.95,190.1,14.55,267.45
HEG,801.4,184.65,727.2,1832.6,809.6,11.4,81.45,54.4,2298.5,240.1,675.4
HEIDELBERG,0.6,67.8,186.7,331.7,6.89,62.55,63.05,130.2,155.4,810.3,8.72
HERCULES,295.28,88.45,89.7,2410.9,155.6,146.2,84.35,140.8,115.55,8.09,123.75
HERITGFOOD,22.65,306.45,321.55,1115.85,1239.55,155.95,3.85,26.05,41.3,129.75,1393.95
HEROMOTOCO,5.4,2799.8,3147.3,574.8,8.5,31.7,10.85,3.95,72.05,1049.7,13.3
HESTERBIO,5.75,1769.8,1698.7,4649.95,61.5,6.95,40.25,29.65,48.55,9.15,126.35
HEXATRADEX,147.95,29.25,28.3,1196.22,163.1,33.25,484.35,40,78.8,97.6,189.35
HEXAWARE,8.2,470.8,466.45,4066.93,161.4,65.65,345,220.3,3.15,155.9,209.95
HFCL,822.1,17.25,15.85,6,35.45,216.75,27011.6,2195,8.35,166.95,42.45
HGINFRA,2256.25,179.15,188.75,856.1,5.5,2180,811.45,174.6,38.05,31.35,5.65
HGS,542.1,664.75,693.2,189.4,30,195.95,0.95,122.8,561.55,4.75,36.85
HIKAL,2538.8,6.6,190.85,89.25,64.65,118.85,38,54.2,25890.6,32.2,103.15
HIL,1440.85,7.61,1706.55,361.55,215,67.9,24.9,84.5,840.4,74.75,232.45
HILTON,646.8,163.65,10.4,3006.05,2209.9,107.6,43.9,57.05,22.9,197.55,1.7
HIMATSEIDE,4370,1730.65,91.5,1417.8,210.05,75.4,48.9,95.85,40.9,2174.75,2034.25
HINDALCO,1365.38,8.95,175.25,29.8,112.05,111.7,10.7,3.8,21.55,172.25,194.1
HINDCOMPOS,4687.74,127.15,179.65,396.4,66.25,5.3,9.3,10.9,29.45,166.2,254.75
HINDCON,5.3,170.65,17.85,15.4,111.45,15.2,22.95,45.5,40.35,54.95,61.6
HINDCOPPER,804.7,178.85,33.2,197.95,73.25,50.5,1204.66,561.75,10,149.5,189.4
HINDMOTORS,208.25,19,5.35,682.2,101.8,561.65,1072.5,360,7.8,71.5,87.75
HINDNATGLS,63.05,32.95,27,6.5,4.8,352.1,1089,28644.1,20,148.15,183.05
HINDOILEXP,99.9,5,72.65,7.43,16.55,30026.8,1239.99,880.3,1150,3.65,5.65
HINDPETRO,290.8,25,180.65,162.55,45.6,966.05,1201,1.05,1045.47,10.5,13.75
HINDUNILVR,3108.85,63.65,2068.25,1636.2,645.25,1.8,1264.8,38.5,1070,62.35,74.4
HINDZINC,1792.75,187.65,209.95,10.45,347.64,43.95,1301.41,25.4,1102,628.95,622
HIRECT,31.1,2071.3,122.25,78.1,26997.65,42,1430.6,49.8,1150,368.37,355.19
HISARMETAL,18.45,203.3,78.2,185.25,1017.4,33.2,27,53.5,1162.6,33078.05,28002.25
HITECH,211.7,122,118.1,195,1.05,46.75,105.04,12.4,1214,1095.9,1198.75
HITECHCORP,903.35,78.05,84.9,17.45,34.05,52.45,42.6,11.35,1310,36.1,45.65
HITECHGEAR,8.56,128.85,134.4,36.35,29.65,12.95,1095.3,25.35,95.03,41,41.4
HLVLTD,171.9,79.8,4.85,6.1,42.8,10.05,880,1214,40.85,33.75,42.3
HMT,2037.2,104.1,15.05,27.7,55.05,34.75,740,1082.56,1020,49.25,65.8
HMVL,9.6,4.65,48.65,75.35,12.45,1234.6,750,1083.84,810,52,53.3
HNDFDS,119.8,14.85,959.35,201.55,10.55,1080,122.15,1075,748.9,13.1,15.7
HNGSNGBEES,226.35,50.3,328.54,2117.35,33.7,1093,825,1225,96.75,10.6,13.3
HONAUT,207.1,882.65,32590.85,226.6,1248.59,1214.99,1100,1234.97,990,29.75,41.3
HONDAPOWER,41.45,321.35,1012.1,130.5,1088,1249,725,1305.8,500,1155.02,1224.41
HOTELRUGBY,5.5,28451.65,1.5,68.2,1106,1330.59,529.99,1413.99,42.7,1045.13,1118
HOVS,28.5,986.5,33.7,125.75,1261.2,1458,548.99,110.03,30.15,1045,1124.89
HPL,76.65,29.7,32.1,98,1278.1,116.31,32.25,58.3,107.7,1123,1220.2
HSCL,209.35,29,53.85,135.4,1328.2,48.8,22,1055,783.54,1100,1315
HSIL,2138.2,47.15,79.75,5,1467.96,908.45,70.6,849.5,874,1168.77,118.95
HTMEDIA,229.7,77.5,14.25,17.15,114,750,36.75,750,711,1260,106.5
HUBTOWN,144.65,13.8,10.45,52.8,50.3,207.15,851,132.7,810,1327.28,840.6
HUDCO,76.8,9.9,32.4,716.1,1047.09,651,930,810.93,878,115.16,795.8
HUSYSLTD,958.65,999.5,80.4,12.4,36.3,800,1300.7,960,39.39,46.5,965
IBMFNIFTY,1.2,140,127.07,35.15,114.05,950,41.97,834,1000,940,944.97
IBREALEST,30.7,1025,51.25,1246.15,969.62,925,1000,126.27,77.36,998,782
IBUCCREDIT,35.3,51.8,926,1083.54,1065.42,902,81.57,24.75,50.96,945.01,900
IBUCCREDIT,41,81.7,825,1210,935,138.52,50.54,380.15,49.27,949.9,990
IBULHSGFIN,12.1,24.7,157.15,1470.08,25.64,212.09,100.68,1290.6,50.14,745,525.65
IBULISL,1249.5,1236,41.1,1090,1303.6,999.93,343.22,52.16,23.8,497.25,36.64
IBVENTPP,1101.78,45.49,99.55,990,48.04,86.24,26.05,52.59,2144.7,291.94,999.99
IBVENTURES,1287.49,1000,249.95,860,999.99,56.81,2533.45,107.32,19.3,160.96,91.99
ICEMAKE,1297.03,99.26,53,825,93.32,55.46,20.4,103.24,3935,1236.65,66.91
ICICI500,1505.03,65.14,152.52,208.2,59.2,113.35,4836.1,48.75,3.15,38.43,67.72
ICICIALPLV,309.15,64.85,120.85,825,58.87,108.68,6.55,24.65,3.1,999.99,129.94
ICICIB22,131.85,126.63,24.15,819.75,120.44,51.98,14.25,411.95,14.85,85.94,126.24
ICICIBANK,126.88,123.74,354.75,50.05,117.43,25.94,22.1,354.83,21.1,62.95,56.41
ICICIBANKN,64.75,59.73,213.68,96.2,57.04,425.8,5145.01,29.5,4975,63.73,28.65
ICICIBANKP,967.8,27.82,117.34,196.75,26.9,373.99,5100,2271.55,10000,121.8,510.95
ICICIGI,187.05,403.35,1299.5,58.15,452.25,37.15,5075,21.45,9510,119.23,435.11
ICICIGOLD,972.03,426.75,44.93,993.3,405.26,2485.85,10090.5,4358.35,9675,53.37,53.25
ICICILIQ,739.99,210.94,999.99,1100,65,44.1,10155,4.2,4711.02,26.85,2900.2
ICICILOVOL,53.8,143.15,96.12,961,2509.6,4489,4945,14.5,9400,471.4,33.8
ICICIM150,86.45,2808.9,65,959,38.7,10.6,9700,21.9,101,409.7,3740
ICICIMCAP,174.65,36.45,64.54,1030,5184.15,18.4,4925.5,5105,127.95,53.95,5.3
ICICINF100,129.48,4634.9,122.22,940,8.4,25.7,9450,10212.02,238.2,2836.6,34.7
ICICINIFTY,29.19,8.75,118.98,961.65,19,5055,96.01,5051.11,266.4,30.6,40.7
ICICINV20,473.35,30.45,58.02,153.49,26.6,5100,163.8,5000,4.05,3976.8,5000
ICICINXT50,294.22,30.6,27.41,116,5263.9,9925,283.65,10015,995,3.85,5099
ICICIPRULI,161.97,10500,420.9,27.07,10525,108,370.35,4900,942.28,32.15,9633.02
ICICISENSX,1451.4,5350,408.84,394.6,5250,179.75,4.75,9700.01,896,36.8,9800
ICICITECH,43.83,10646,199.9,235.86,10099,305.45,1026,96.27,90.6,5020,4980
ICIL,999.99,5205,101.6,128.72,5124,415.1,1019.9,149.9,184.35,10025,5220
ICRA,105.44,10160,2823.5,1256.7,10350,7.5,986.7,296.2,387.95,5020,9325
IDBI,74.7,123,34.75,46.3,5260,1065,1500,408.7,95.2,9548,127
IDBIGOLD,73.67,191.3,4550,999.99,10430,1070.95,98,4.05,1282,4883.33,164.75
IDEA,140.84,326.7,9.55,94.38,5130.07,1029.99,225.6,1000,1327.35,9729,406.3
IDFC,137.63,704.9,32.3,64.89,10000,133.2,472.1,1638.9,74.2,9900,598.35
IDFCFIRSTB,64.72,5.8,29.95,63.41,112.48,277.05,120.6,992,911.73,9835,6.35
IDFCFIRSTB,30.8,1110,5301,123.7,179.2,442.3,1170,954,940,4979,982
IDFCFIRSTB,441.7,1090.53,10650.5,120.44,276.55,138.25,1400.08,1530.25,920,9333.38,946.89
IDFCFIRSTB,473.91,1049,10155.25,57.79,371.15,1195,62.95,109.5,1006.9,5230,1429
IDFCFIRSTB,219.43,141.55,10400,27.13,6.2,1440,1014,238.9,945,9100,156.75
IDFCFIRSTB,155.5,271.2,10475,422.65,1084.85,73.85,1109.55,476.65,915,123,304.1
IDFCFIRSTB,2610.9,402.25,5280,417.45,1042.9,1119.3,995,138.1,31.05,176.2,507.5
IDFCFIRSTB,38.1,291.35,10550,180,107.75,994.67,1021.1,1164,1005.8,297.55,166.1
IDFCFIRSTB,4522.7,1275,5164,70.3,258.05,1030,925.24,1390.3,60,476.55,1286.1
IDFCFIRSTB,9.8,1467.87,10050,2810.15,403.7,973.63,900.36,77.15,1.75,5.3,167.65
IDFNIFTYET,41.8,74.75,114.11,39.25,158.05,950,1069.4,989.85,1.2,987,990.75
IEX,36.75,1173.3,207.85,4753.1,67.35,1078.8,29.4,1013.1,111.15,950.27,1061.63
IFBAGRO,5372,1020.25,329.9,10.2,1000.22,970,844.6,978.2,460.3,1495,992.8
IFBIND,10590.05,1089.65,601.15,27.55,1038.75,42.85,61.95,1060.95,0.35,142.2,955
IFCI,5250,1006,6,32,1087.95,1021.75,2.1,993.7,4.95,337.15,1039.47
IFCI,10830,1117.66,1085,5300,38.8,61,0.9,34.5,75,442.4,996.8
IFCI,5321,1063.3,1059,10567.03,1070.25,4.5,3.65,953.05,105.85,155.2,53
IFGLEXPOR,10420,39.45,150.6,10448,51,1.55,144.55,65.1,212.85,1115,1338.95
IGARASHI,10100,919.95,284.5,5325,4.2,5.6,491,2.7,1936.4,1313,1010.9
IGL,146.27,53.5,386.8,10525,1.4,158.85,5,1.4,43.1,162.9,67.1
IGPL,217.7,3.5,313.85,5160.61,4.5,509.1,75.6,3.9,84,970,1.85
IIFCL,497.95,1.2,1447.95,10021.08,170.95,0.45,125.55,138.3,119.85,1060,1.75
IIFL,776.1,3.9,79.55,9750,520,7.3,270.4,490.35,1066.15,988,213.1
IIFL,6.4,262.45,1022,115.4,0.9,79.9,2477.4,5.4,89.45,980.1,571.9
IIFL,1010,520.25,1084,192.85,6.6,128.25,43.75,79.9,9.65,1032.75,0.4
IIFL,1020,0.65,996,315.35,76.35,272.35,85.7,103.8,189.65,985,8.25
IIFL,1065,8.5,1110.95,465.5,111.4,2325.1,147.15,277.25,210.4,1027,142.3
IIFL,175.05,95.4,1113.3,6.9,269.3,62,965.5,2247.55,11.25,49.35,81.95
IIFL,329.1,118.35,999,1083.5,2828.3,88.8,101.66,51.9,0.5,1463.95,275.25
IIFLSEC,496.4,274.4,38.8,1036,58.45,159.35,15.05,88.25,248.3,1000.85,2334.55
IIFLWAM,444.85,4846,961.75,144.95,99.5,988.85,260.65,161.9,73,1968,103.45
IITL,1475.41,57.9,54.5,302.75,165.35,101.07,210.95,995.25,13.75,80.05,121
IL&FSENGG,100.2,94.45,4.2,394.45,979.85,17.3,12.4,95.91,1.8,1.75,256.15
IL&FSTRANS,1181.5,159,1.2,222.55,109.05,277.15,0.7,17.75,33.9,1.55,1378.25
IMAGICAA,1035,1309.5,3.75,1289.5,12.75,203.8,279.35,298,20.35,192.7,94.5
IMFA,1010,109.11,227.4,1259.99,267.5,17.25,78.45,233.7,2.15,541.95,22.5
IMPAL,1059.35,13.7,555,1373,226.55,1.75,27.25,12.75,25.65,0.3,371.85
INDBANK,43.1,330.5,9.75,1454,14.65,258.35,3.35,0.7,351.3,6.9,221.5
INDHOTEL,1015.65,256.85,95,81.65,1.25,94.75,38,265.8,517.25,135,23.7
INDIACEM,57.4,21.5,117.05,1055.15,255.65,18.4,25.15,74.35,34.05,96.35,0.75
INDIAGLYCO,3.35,1.15,278.4,1000,93.8,3.85,2.1,16.5,66.3,341.3,281.55
INDIAMART,1.4,287.7,4995.05,1075,16.55,51.85,26.25,2.2,2.55,2405.95,113.15
INDIANB,4.8,88.75,56.3,985,2.85,32.75,393.65,39.5,243.05,74.05,23.75
INDIANCARD,287.9,20.25,99.8,1103,56.35,3.05,591.7,21.4,160,102.5,3.05
INDIANHUME,534.5,2.8,169.6,1022.3,34.1,31.35,50.6,2.75,641.5,182,46.65
INDIGO,0.7,48.85,1249.1,961.44,2.25,474.8,92.9,30.95,617.6,1300.05,23.55
INDIGRID,9.15,52.85,105.62,41.6,25.7,743.05,292.3,468.15,73.05,99.01,3.45
INDLMETER,118.2,28.05,14.7,1023.5,523.75,59.35,229.95,580.3,6.3,15.2,68.8
INDNIPPON,158.6,585.7,342.85,58,533.8,98.45,691,44.6,262.7,313.05,1258.85
INDOCO,294.9,527.2,256.25,3.9,76.75,312.39,630.2,98.55,18.4,230.2,796.75
INDORAMA,5092.4,83.8,23.2,1.5,108.6,221.5,82.25,3.15,312.35,20.1,57.85
INDOSOLAR,67.45,132.1,1.3,4.7,323.7,735.95,6.95,285.93,20.3,0.85,85.4
INDOSTAR,97.9,322.76,280.15,232.85,192.1,638.9,205.4,174.4,0.55,278.55,337.55
INDOTECH,177.25,185.55,94.7,10,966,86.6,26.25,715.5,54.4,111.2,248.3
INDOTHAI,1514.15,1060.6,16.85,552.25,605.9,226.55,393.05,628.25,14.4,20.8,775.95
INDOWIND,110.38,571.8,2.8,0.75,6.55,39.85,20.7,211.85,12.1,2.55,668.3
INDRAMEDCO,14.4,83,50.15,11.95,230.45,446.95,66.7,26.65,7.05,39.8,108.15
INDSWFTLAB,343.35,5.85,50.05,103.7,34.6,23.2,16.15,412.95,81.65,18.65,10.85
INDTERRAIN,261.35,253.65,31.45,114.6,416.4,0.55,10.7,21.35,175.9,2.5,407.6
INDUSINDBK,24.25,38.25,527.4,288.45,25.05,111.65,7.3,72.45,1392.25,48.05,41.3
INEOSSTYRO,1.15,460.95,497.7,3685.65,1.7,24.4,83.2,18.9,53.25,1104.05,553.15
INFIBEAM,296.2,26.85,74.4,64.85,159.85,14.25,380.95,12.1,25.61,699.6,37.2
INFOBEAN,96.05,1.75,162.95,97.95,40.2,12.2,1494.6,7.7,381.05,56.65,0.5
INFOMEDIA,20.25,238.7,2.55,182.25,17.4,85.35,60.5,84.2,982.55,116.7,170.2
INFRABEES,3.2,33.4,317.91,1199.15,10.35,449.6,33.59,289.25,1330,318.26,26.05
INFRATEL,51.65,17,175.3,100.8,88.45,1674.4,85.45,1618.7,1077.37,214.45,13.8
INFY,60.8,9.15,1008.25,16.85,780.5,88.55,1410.35,69.5,1165,731.7,10.2
INGERRAND,3.3,79.55,590.1,349.2,1874.6,38.99,1300,34.47,1210,639.15,113.45
INNOVATIVE,34.05,663.8,6.6,229.05,120.85,88,1242,85.45,1212.61,104,177.8
INOXLEISUR,857.65,2313.1,270.5,19.55,41.84,1358.65,1415,1324.35,1164,7.95,1256.45
INOXWIND,695.5,113.75,39,1.5,91.35,1362,1122.11,1170,1193.64,428.85,106.55
INSECTICID,78.75,37.56,485.4,282.9,1335.85,1150.6,1240,1220,1100,33.55,52.77
INSPIRISYS,134.05,75.9,29.5,97.2,1122.01,1350,1112,1106.93,1175,445.55,473
INTELLECT,353.46,1315.2,223.25,17.8,1396,1254,1170.2,1216,140,29.85,1210.3
INTENTECH,218.6,1400,33.2,3.25,1529,1111,1129,1095,276.45,115.65,1226
INVENTURE,1100,1053.5,17.3,50.05,1120,1255,1248.99,1349.9,20.95,17.5,1069.64
IOB,648.1,1185,9.2,35,1275,1114,1302,1174,2.45,12.05,1155.6
IOC,74,1335,73.9,3.8,1315,1272,1314,1189,171.7,8.7,1160.01
IOLCP,270.55,1151.5,726,37.2,1194.9,1200,1145,1275,129.45,105.75,1275
IPCALAB,50.55,1360,2166.45,630.2,455,1334,1288.9,1279.69,29.75,246.4,1324.9
IRB,441.15,1216.05,113.1,509.05,67.55,1181.1,1250,1130,62.75,1361.35,1163.5
IRBINVIT,29.4,463.45,33.99,76.45,4.55,1290.01,1261.56,1235,1.9,84,1164.48
IRCON,0.9,73.2,79.55,123.7,194.15,469.85,381.1,1270,33.25,45.86,470.55
IRCTC,272.75,6.9,1384,3.6,212.95,49.95,54.25,1242,3900.05,503.05,86.2
IREDA,33.05,165.25,1350,326.75,45.25,4.65,3.45,365.85,890,1743.8,4.45
IREDA,21.85,222.25,1428.37,198.55,128.95,194.65,197.35,35.6,11.3,1183.6,235.15
IREDA,10.95,49,1263,928.6,3.7,209.45,155.6,2.95,12.45,1300,290.8
IRFC,84.6,118.35,1055,621.9,45.45,49.5,35.1,182.05,45.55,1167.57,61
IRFC,781.55,4.85,1193,114.4,4893.25,104.1,82.3,164.95,17.55,1074.62,85.45
IRFC,2166.75,43.75,1295,7.15,1183.25,3.4,2.25,37.55,16.5,1171.63,3.35
IRFC,118.6,4600,1165.2,283.65,20.45,37.8,34,86.95,50.5,1069,51.5
IRFC,42.32,1255.9,1324.99,42.25,15.8,4390,4288.2,2.4,0.75,1200,3700
IRFC,85.6,37.85,1169.7,480.7,38.35,1095.4,1030.7,35,0.9,1330,1303.9
IRFC,1353.45,14.2,1328,31.15,34.4,22.45,14.7,4385.85,170,1399.99,24.05
IRFC,1195,36.75,1206.5,2.75,18.6,18.1,11.7,1041,4.7,1171.48,27.3
IRFC,1364.99,38.65,1275.62,191.7,87,39.6,38.6,14.85,23.8,1187.95,68.25
IRFC,1479.4,15,1104,38.35,1.6,38.95,24.25,14.95,97.75,173,27.85
IRFC,1319.8,82.7,1221,19.7,4.9,22.9,16.35,41.95,57.65,476.2,28.25
IRISDOREME,1054,1.25,121.3,10.6,28.5,83.95,68.05,28.3,100.3,47.95,112.1
ISEC,1202.85,1.65,463.35,85.8,141.7,1.05,0.7,18.5,1.95,3.35,180
